40.566454,-74.042411,920600
40.566454,-74.03619729,920600
40.566454,-74.02998358,933159
40.566454,-74.02376987000001,955913
40.566454,-74.01755616000001,949485
40.566454,-74.01134245000001,944595
40.566454,-74.00512874000002,935854
40.566454,-73.99891503000002,922387
40.566454,-73.99270132000002,934287
40.566454,-73.98648761000003,932578
40.566454,-73.98027390000003,926542
40.566454,-73.97406019000003,933961
40.566454,-73.96784648000003,951422
40.566454,-73.96163277000004,909944
40.566454,-73.95541906000004,903184
40.566454,-73.94920535000004,1067893
40.566454,-73.94299164000005,1074791
40.566454,-73.93677793000005,1024648
40.566454,-73.93056422000005,829275
40.566454,-73.92435051000005,816584
40.566454,-73.91813680000006,845922
40.566454,-73.91192309000006,846738
40.566454,-73.90570938000006,836218
40.566454,-73.89949567000006,839640
40.566454,-73.89328196000007,835413
40.566454,-73.88706825000007,836770
40.566454,-73.88085454000007,836770
40.566454,-73.87464083000008,836770
40.566454,-73.86842712000008,836770
40.566454,-73.86221341000008,840732
40.566454,-73.85599970000008,844140
40.566454,-73.84978599000009,843370
40.566454,-73.84357228000009,845067
40.566454,-73.83735857000009,841386
40.57266771,-74.042411,920600
40.57266771,-74.03619729,920600
40.57266771,-74.02998358,933159
40.57266771,-74.02376987000001,955913
40.57266771,-74.01755616000001,949485
40.57266771,-74.01134245000001,944595
40.57266771,-74.00512874000002,935854
40.57266771,-73.99891503000002,922387
40.57266771,-73.99270132000002,934287
40.57266771,-73.98648761000003,932578
40.57266771,-73.98027390000003,926542
40.57266771,-73.97406019000003,933961
40.57266771,-73.96784648000003,951422
40.57266771,-73.96163277000004,909944
40.57266771,-73.95541906000004,903184
40.57266771,-73.94920535000004,1067893
40.57266771,-73.94299164000005,1074791
40.57266771,-73.93677793000005,1024648
40.57266771,-73.93056422000005,829275
40.57266771,-73.92435051000005,816584
40.57266771,-73.91813680000006,845922
40.57266771,-73.91192309000006,846738
40.57266771,-73.90570938000006,836218
40.57266771,-73.89949567000006,839640
40.57266771,-73.89328196000007,835413
40.57266771,-73.88706825000007,836770
40.57266771,-73.88085454000007,836770
40.57266771,-73.87464083000008,836770
40.57266771,-73.86842712000008,836770
40.57266771,-73.86221341000008,840732
