BOROUGH CODE,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,LATITUDE,LONGITUDE,GROUPED CATEGORY
3,BROOKLYN,FORT GREENE,03 THREE FAMILY DWELLINGS,1,2045,27,,C0,87 ADELPHI STREET,,11205.0,3.0,0.0,3.0,1667.0,3482.0,2001.0,1,C0,1035000,2022-09-09,40.6952168,-73.971971,Multi-family home
3,BROOKLYN,FORT GREENE,03 THREE FAMILY DWELLINGS,1,2120,24,,C0,"154 LAFAYETTE AVENUE, 3",,11238.0,3.0,0.0,3.0,2002.0,3960.0,1900.0,1,C0,1350000,2022-11-03,40.687444899999996,-73.97098740000001,Multi-family home
3,BROOKLYN,FORT GREENE,07 RENTALS - WALKUP APARTMENTS,2A,2073,11,,C3,179 CARLTON AVENUE,,11205.0,4.0,0.0,4.0,1400.0,1890.0,1905.0,2,C3,2140000,2022-06-27,40.692307,-73.97253409999998,Apartment
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8827,12,,A9,2239 PLUMB 2ND STREET,,11229.0,1.0,0.0,1.0,1530.0,868.0,1935.0,1,A9,550000,2022-10-03,40.5978365,-73.93145859999998,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8828,32,,A5,2464 STUART STREET,,11229.0,1.0,0.0,1.0,1800.0,1296.0,1955.0,1,A5,789000,2022-05-03,40.597634,-73.92947509999998,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8830,10,,A9,415 ALLEN AVENUE,,11229.0,1.0,0.0,1.0,1494.0,868.0,1930.0,1,A9,730000,2022-09-02,40.5953047,-73.9326181,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8830,18,,A9,2351 KNAPP STREET,,11229.0,1.0,0.0,1.0,1800.0,1092.0,1930.0,1,A9,620000,2022-07-15,40.595543400000004,-73.9328957,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8830,84,,A9,3138 AVENUE W,,11229.0,1.0,0.0,1.0,1530.0,858.0,1930.0,1,A9,620000,2022-11-07,40.5966653,-73.93261159999999,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8830,88,,A9,2318 PLUMB 1ST STREET,,11229.0,1.0,0.0,1.0,1800.0,868.0,1930.0,1,A9,455000,2022-07-21,40.5963595,-73.93252840000001,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8831,58,,A9,3162 AVENUE W,,11229.0,1.0,0.0,1.0,1440.0,840.0,1925.0,1,A9,560000,2023-01-20,40.5967666,-73.9316958,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8831,88,,A1,2311 PLUMB 1 STREET,,11229.0,1.0,0.0,1.0,2075.0,840.0,1925.0,1,A1,740000,2023-02-13,,,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8845,1900,,A1,3010 GERRITSEN AVENUE,,11229.0,1.0,0.0,1.0,3600.0,987.0,1920.0,1,A1,785000,2022-08-22,40.5877616,-73.91979309999998,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8845,2104,,A1,17 CANTON COURT,,11229.0,1.0,0.0,1.0,1800.0,843.0,1920.0,1,A1,480000,2022-07-20,40.5868453,-73.92035570000002,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8845,2174,,A1,6 EATON COURT,,11229.0,1.0,0.0,1.0,3600.0,1856.0,1920.0,1,A1,721817,2022-08-09,40.5862124,-73.920478,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8845,2234,,A1,13 FRANK COURT,,11229.0,1.0,0.0,1.0,1800.0,1470.0,1920.0,1,A1,660000,2023-04-10,40.5864105,-73.9214465,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8845,2236,,A1,11 FRANK COURT,,11229.0,1.0,0.0,1.0,1800.0,840.0,1920.0,1,A1,520000,2022-06-29,40.586347499999995,-73.92134320000001,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8856,1512,,A2,10 JUST COURT,,11229.0,1.0,0.0,1.0,1800.0,456.0,1920.0,1,A2,439000,2022-10-04,40.586719,-73.9241562,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8856,1848,,A9,6 SEBA AVENUE,,11229.0,1.0,0.0,1.0,1800.0,1120.0,1930.0,1,A9,320000,2022-05-27,40.58624520000001,-73.92510899999998,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8866,1252,,A1,13 KEEN COURT,,11229.0,1.0,0.0,1.0,1800.0,1174.0,1925.0,1,A1,600000,2022-07-22,40.5877218,-73.92576369999998,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8866,1326,,A1,26 LESTER COURT,,11229.0,1.0,0.0,1.0,1800.0,976.0,1930.0,1,A1,615000,2023-03-13,40.58776029999999,-73.9247421,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8866,1342,,A1,35 MELBA COURT,,11229.0,1.0,0.0,1.0,1800.0,992.0,1920.0,1,A1,560000,2022-06-09,40.588060299999995,-73.92406439999998,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8866,1372,,A1,16 MELBA COURT,,11229.0,1.0,0.0,1.0,1800.0,838.0,1920.0,1,A1,625000,2022-08-08,40.5871609,-73.92501750000001,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8876,2698,,A1,112 JUST COURT,,11229.0,1.0,0.0,1.0,1800.0,1059.0,1920.0,1,A1,615000,2022-05-04,40.588665899999995,-73.92621150000002,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8876,2710,,A2,17 CYRUS AVENUE,,11229.0,1.0,0.0,1.0,1700.0,522.0,1925.0,1,A2,385000,2022-06-28,40.5881282,-73.9259017,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8876,2734,,A1,6 MERIT COURT,,11229.0,1.0,0.0,1.0,1700.0,1000.0,1925.0,1,A1,535000,2022-09-22,40.5878175,-73.9267557,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8876,2780,,A1,16 LANDIS COURT,,11229.0,1.0,0.0,1.0,1700.0,740.0,1925.0,1,A1,390000,2023-04-21,40.5883599,-73.9263722,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8876,2822,,A1,9 KAY COURT,,11229.0,1.0,0.0,1.0,1700.0,1500.0,1925.0,1,A1,560000,2022-06-28,40.588556,-73.9270033,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8883,92,,A1,11 GOTHAM AVENUE,,11229.0,1.0,0.0,1.0,1785.0,1232.0,1920.0,1,A1,475000,2022-05-13,40.589414399999995,-73.9280715,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8885,304,,A1,12 JOVAL COURT,,11229.0,1.0,0.0,1.0,3570.0,1089.0,1925.0,1,A1,645000,2023-02-08,40.5902442,-73.9285996,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8891,484,,A1,48 HAZEL COURT,,11229.0,1.0,0.0,1.0,3570.0,1510.0,1945.0,1,A1,700000,2022-08-18,40.59210789999999,-73.92939190000001,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8900,34,,A1,28 DARE COURT,,11229.0,1.0,0.0,1.0,1800.0,916.0,1925.0,1,A1,637500,2022-12-30,40.587385499999996,-73.9211595,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8900,170,,A1,25 FRANK COURT,,11229.0,1.0,0.0,1.0,1800.0,1680.0,1925.0,1,A1,550000,2022-05-24,40.58694860000001,-73.9220321,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8900,988,,A1,36 CANTON COURT,,11229.0,1.0,0.0,1.0,1800.0,1345.0,2015.0,1,A1,663000,2023-01-09,40.5876656,-73.9209528,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8907,513,,A5,2908 GERRITSEN AVENUE,,11229.0,1.0,0.0,1.0,1440.0,1216.0,1965.0,1,A5,679000,2023-03-08,40.58954019999999,-73.92187270000001,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8907,556,,A1,79 ABBEY COURT,,11229.0,1.0,0.0,1.0,1800.0,960.0,1920.0,1,A1,363000,2022-05-18,40.5896841,-73.92249140000001,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8907,590,,A1,70 BEACON COURT,,11229.0,1.0,0.0,1.0,1800.0,1216.0,2017.0,1,A1,680000,2022-06-14,40.5893064,-73.92228469999998,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8907,600,,A2,80 BEACON COURT,,11229.0,1.0,0.0,1.0,1800.0,516.0,1920.0,1,A2,230000,2022-09-12,40.589771500000005,-73.922698,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8907,740,,A1,54 EATON COURT,,11229.0,1.0,0.0,1.0,1800.0,1528.0,1920.0,1,A1,265000,2022-08-02,40.58848460000001,-73.9228763,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8914,594,,A1,105 GAIN COURT,,11229.0,1.0,0.0,1.0,1800.0,975.0,1925.0,1,A1,625000,2022-08-15,40.5888816,-73.9252126,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8925,212,,A1,1 ASTER COURT,,11229.0,1.0,0.0,1.0,1785.0,1332.0,1965.0,1,A1,825000,2022-10-21,40.591907600000006,-73.92506329999998,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8925,358,,A2,3 DICTUM COURT,,11229.0,1.0,0.0,1.0,1785.0,696.0,1930.0,1,A2,525000,2022-10-27,40.5912651,-73.9262574,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8925,480,,A1,20 GARLAND COURT,,11229.0,1.0,0.0,1.0,3570.0,1605.0,1930.0,1,A1,675000,2022-05-04,40.59121620000001,-73.92768110000002,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8932,540,,A1,32 ASTER COURT,,11229.0,1.0,0.0,1.0,1785.0,666.0,1920.0,1,A1,588000,2022-06-23,40.593225399999994,-73.9261655,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8932,620,,A1,48 CELESTE COURT,,11229.0,1.0,0.0,1.0,1785.0,1049.0,1920.0,1,A1,440000,2022-06-17,40.5933055,-73.9275433,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8932,740,,A1,25 EBONY COURT,,11229.0,1.0,0.0,1.0,3570.0,1165.0,1920.0,1,A1,749000,2022-05-31,40.5918982,-73.92764670000001,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8932,760,,A1,45 EBONY COURT,,11229.0,1.0,0.0,1.0,1785.0,1059.0,1920.0,1,A1,725000,2023-01-27,40.592589700000005,-73.92842739999998,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8932,808,,A1,45 FANE COURT,,11229.0,1.0,0.0,1.0,3570.0,1332.0,1920.0,1,A1,649000,2022-06-23,40.5923712,-73.92879479999998,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8946,3,,A9,89 DICTUM COURT,,11229.0,1.0,0.0,1.0,1470.0,916.0,1925.0,1,A9,525000,2022-05-13,40.5946359,-73.93004609999998,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8946,982,,A2,82 DICTUM COURT,,11229.0,1.0,0.0,1.0,1785.0,756.0,1925.0,1,A2,657500,2022-08-03,40.594493299999996,-73.9294786,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8955,94,,A1,114 ASTER COURT,,11229.0,1.0,0.0,1.0,1785.0,1671.0,1925.0,1,A1,705000,2023-04-14,40.5964471,-73.92977069999998,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8955,96,,A1,110 ASTER COURT,,11229.0,1.0,0.0,1.0,3570.0,1047.0,1925.0,1,A1,695000,2022-07-05,40.59632269999999,-73.9296291,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8955,232,,A1,120 DICTUM COURT,,11229.0,1.0,0.0,1.0,3570.0,1327.0,1925.0,1,A1,498750,2023-04-14,40.595916100000004,-73.93113699999998,Single-family home
3,BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,1,8955,326,,A1,119 EBONY COURT,,11229.0,1.0,0.0,1.0,1785.0,2080.0,1925.0,1,A1,700000,2022-06-17,40.5955689,-73.93168809999999,Single-family home
3,BROOKLYN,GERRITSEN BEACH,02 TWO FAMILY DWELLINGS,1,8828,49,,B1,2469 GERRITSEN AVE,,11229.0,2.0,0.0,2.0,1992.0,1606.0,1950.0,1,B1,650000,2022-07-20,40.5973359,-73.92969040000001,Duplex
3,BROOKLYN,GERRITSEN BEACH,02 TWO FAMILY DWELLINGS,1,8829,61,,B1,2437 STUART STREET,,11229.0,2.0,0.0,2.0,1992.0,1660.0,1955.0,1,B1,830000,2022-08-01,40.598385799999996,-73.92961509999998,Duplex
3,BROOKLYN,GERRITSEN BEACH,02 TWO FAMILY DWELLINGS,1,8829,68,,B1,2421 STUART STREET,,11229.0,2.0,0.0,2.0,1992.0,1563.0,1955.0,1,B1,759000,2022-09-23,40.5986593,-73.92995440000001,Duplex
3,BROOKLYN,GERRITSEN BEACH,02 TWO FAMILY DWELLINGS,1,8845,2034,,B3,28 LOIS AVENUE,,11229.0,2.0,0.0,2.0,1800.0,1832.0,1920.0,1,B3,750000,2022-10-19,40.5873549,-73.9204017,Duplex
3,BROOKLYN,GERRITSEN BEACH,02 TWO FAMILY DWELLINGS,1,8883,14,,B2,33 GOTHAM AVENUE,,11229.0,2.0,0.0,2.0,3570.0,2100.0,1920.0,1,B2,950000,2022-05-20,40.5900865,-73.92708409999999,Duplex
3,BROOKLYN,GERRITSEN BEACH,02 TWO FAMILY DWELLINGS,1,8885,72,,B3,5 IRA COURT,,11229.0,2.0,0.0,2.0,1785.0,1436.0,1925.0,1,B3,625000,2022-07-07,40.5901273,-73.92818630000001,Duplex
3,BROOKLYN,GERRITSEN BEACH,02 TWO FAMILY DWELLINGS,1,8885,320,,B3,5 JOVAL COURT,,11229.0,2.0,0.0,2.0,3570.0,1484.0,1945.0,1,B3,875000,2022-10-14,40.5899007,-73.9285652,Duplex
3,BROOKLYN,GERRITSEN BEACH,02 TWO FAMILY DWELLINGS,1,8900,882,,B2,2990 GERRITSEN AVENUE,,11229.0,2.0,0.0,2.0,1800.0,1512.0,1925.0,1,B2,625000,2022-08-16,40.588122,-73.9202179,Duplex
3,BROOKLYN,GERRITSEN BEACH,02 TWO FAMILY DWELLINGS,1,8900,914,,B9,55 ABBEY COURT,,11229.0,2.0,0.0,2.0,3600.0,3008.0,1925.0,1,B9,750000,2023-01-31,40.5886054,-73.92129489999998,Duplex
3,BROOKLYN,GERRITSEN BEACH,02 TWO FAMILY DWELLINGS,1,8907,578,,B3,59 SEBA AVENUE,,11229.0,2.0,0.0,2.0,2025.0,2340.0,1920.0,1,B3,500000,2022-05-19,40.588805,-73.92171119999998,Duplex
3,BROOKLYN,GERRITSEN BEACH,02 TWO FAMILY DWELLINGS,1,8907,578,,B3,59 SEBA AVENUE,,11229.0,2.0,0.0,2.0,2025.0,2340.0,1920.0,1,B3,500000,2022-05-19,40.588805,-73.92171119999998,Duplex
3,BROOKLYN,GERRITSEN BEACH,02 TWO FAMILY DWELLINGS,1,8907,578,,B3,59 SEBA AVENUE,,11229.0,2.0,0.0,2.0,2025.0,2340.0,1920.0,1,B3,789000,2022-12-08,40.588805,-73.92171119999998,Duplex
3,BROOKLYN,GERRITSEN BEACH,02 TWO FAMILY DWELLINGS,1,8907,578,,B3,59 SEBA AVENUE,,11229.0,2.0,0.0,2.0,2025.0,2340.0,1920.0,1,B3,789000,2022-12-08,40.588805,-73.92171119999998,Duplex
3,BROOKLYN,GERRITSEN BEACH,02 TWO FAMILY DWELLINGS,1,8923,934,,B3,96 GOTHAM AVENUE,,11229.0,2.0,0.0,2.0,1680.0,1368.0,1920.0,1,B3,645000,2023-02-14,40.5910531,-73.92504029999998,Duplex
3,BROOKLYN,GERRITSEN BEACH,02 TWO FAMILY DWELLINGS,1,8923,935,,B2,94 GOTHAM AVENUE,,11229.0,2.0,0.0,2.0,1680.0,1418.0,1920.0,1,B2,670000,2022-06-16,40.5910049,-73.92510920000001,Duplex
3,BROOKLYN,GERRITSEN BEACH,02 TWO FAMILY DWELLINGS,1,8932,594,,B2,26 BEVY COURT,,11229.0,2.0,0.0,2.0,1785.0,1344.0,1920.0,1,B2,680000,2022-06-22,40.59275330000001,-73.92631480000001,Duplex
3,BROOKLYN,GERRITSEN BEACH,02 TWO FAMILY DWELLINGS,1,8939,944,,B3,61 BEVY COURT,,11229.0,2.0,0.0,2.0,3570.0,2080.0,1925.0,1,B3,935000,2022-07-06,40.5940078,-73.92806,Duplex
3,BROOKLYN,GOWANUS,01 ONE FAMILY DWELLINGS,1,430,17,,A4,448 SACKETT ST,,11231.0,1.0,0.0,1.0,1667.0,1088.0,1899.0,1,A4,1600000,2022-12-14,40.680957899999996,-73.99047519999998,Single-family home
3,BROOKLYN,GOWANUS,01 ONE FAMILY DWELLINGS,1,430,48,,A9,473 UNION STREET,,11231.0,1.0,0.0,1.0,1219.0,1662.0,1899.0,1,A9,1900000,2022-05-19,40.6802196,-73.98990129999999,Single-family home
3,BROOKLYN,GOWANUS,01 ONE FAMILY DWELLINGS,1,451,19,,A9,334 CARROLL STREET,,11231.0,1.0,0.0,1.0,1700.0,864.0,1899.0,1,A9,1629200,2022-05-13,40.67898900000001,-73.99179000000001,Single-family home
3,BROOKLYN,GOWANUS,01 ONE FAMILY DWELLINGS,1,1014,22,,A9,152 10TH STREET,,11215.0,1.0,0.0,1.0,1200.0,990.0,1901.0,1,A9,850000,2022-11-11,40.671375,-73.99304040000001,Single-family home
3,BROOKLYN,GOWANUS,01 ONE FAMILY DWELLINGS,1,1014,23,,A9,154 10TH STREET,,11215.0,1.0,0.0,1.0,1200.0,990.0,1901.0,1,A9,1200000,2022-06-24,40.6713604,-73.99300600000001,Single-family home
3,BROOKLYN,GOWANUS,02 TWO FAMILY DWELLINGS,1,416,39,,B9,176 DOUGLASS STREET,,11217.0,2.0,0.0,2.0,1250.0,2025.0,1901.0,1,B9,2150000,2023-01-12,40.6818324,-73.9885354,Duplex
3,BROOKLYN,GOWANUS,02 TWO FAMILY DWELLINGS,1,423,63,,B9,437 SACKETT STREET,,11231.0,2.0,0.0,2.0,2000.0,2500.0,1901.0,1,B9,2000000,2023-04-20,40.6813009,-73.9905096,Duplex
3,BROOKLYN,GOWANUS,02 TWO FAMILY DWELLINGS,1,444,2,,B9,343 HOYT STREET,,11231.0,2.0,0.0,2.0,1800.0,2280.0,1899.0,1,B9,1985300,2022-05-24,40.679590600000004,-73.992346,Duplex
3,BROOKLYN,GOWANUS,02 TWO FAMILY DWELLINGS,1,447,59,,B9,433 CARROLL STREET,,11215.0,2.0,0.0,2.0,900.0,900.0,1899.0,1,B9,1300000,2023-03-30,40.67779779999999,-73.98781230000002,Duplex
3,BROOKLYN,GOWANUS,02 TWO FAMILY DWELLINGS,1,451,60,,B9,25 1ST STREET,,11231.0,2.0,0.0,2.0,1411.0,1836.0,1920.0,1,B9,1999999,2023-04-18,40.6787723,-73.99203969999998,Duplex
3,BROOKLYN,GOWANUS,02 TWO FAMILY DWELLINGS,1,997,30,,B3,234A 7TH STREET,,11215.0,2.0,0.0,2.0,1667.0,1920.0,1901.0,1,B3,1900000,2022-10-14,40.6718281,-73.9886387,Duplex
3,BROOKLYN,GOWANUS,02 TWO FAMILY DWELLINGS,1,997,36,,B3,242 7TH STREET,,11215.0,2.0,0.0,2.0,1558.0,1575.0,1901.0,1,B3,925000,2022-10-26,40.6717084,-73.98834029999999,Duplex
3,BROOKLYN,GOWANUS,02 TWO FAMILY DWELLINGS,1,997,36,,B3,242 7TH STREET,,11215.0,2.0,0.0,2.0,1558.0,1575.0,1901.0,1,B3,925000,2022-10-26,40.6717084,-73.98834029999999,Duplex
3,BROOKLYN,GOWANUS,02 TWO FAMILY DWELLINGS,1,997,36,,B3,242 7TH STREET,,11215.0,2.0,0.0,2.0,1558.0,1575.0,1901.0,1,B3,1400000,2023-02-28,40.6717084,-73.98834029999999,Duplex
3,BROOKLYN,GOWANUS,02 TWO FAMILY DWELLINGS,1,997,36,,B3,242 7TH STREET,,11215.0,2.0,0.0,2.0,1558.0,1575.0,1901.0,1,B3,1400000,2023-02-28,40.6717084,-73.98834029999999,Duplex
3,BROOKLYN,GOWANUS,02 TWO FAMILY DWELLINGS,1,1015,10,,S2,475 3 AVENUE,,11215.0,2.0,1.0,3.0,1243.0,2720.0,1901.0,1,S2,1900000,2022-09-14,40.6706624,-73.99150689999998,Duplex
3,BROOKLYN,GOWANUS,02 TWO FAMILY DWELLINGS,1,1015,18,,B1,234 10TH STREET,,11215.0,2.0,0.0,2.0,2000.0,1920.0,1901.0,1,B1,1875000,2022-11-21,40.6703565,-73.9909345,Duplex
3,BROOKLYN,GOWANUS,02 TWO FAMILY DWELLINGS,1,1021,57,,B3,203 12TH STREET,,11215.0,2.0,0.0,2.0,1667.0,1728.0,1899.0,1,B3,1100000,2022-06-30,40.6690316,-73.9909229,Duplex
3,BROOKLYN,GOWANUS,02 TWO FAMILY DWELLINGS,1,1051,4,,S2,595 3 AVENUE,,11215.0,2.0,1.0,3.0,1963.0,3748.0,1899.0,1,S2,1688000,2022-07-01,40.666942,-73.9944841,Duplex
3,BROOKLYN,GOWANUS,03 THREE FAMILY DWELLINGS,1,468,8,,C0,409 SMITH STREET,,11231.0,3.0,0.0,3.0,4880.0,1734.0,1900.0,1,C0,1500000,2023-04-07,40.6779011,-73.99614179999999,Multi-family home
3,BROOKLYN,GOWANUS,03 THREE FAMILY DWELLINGS,1,1002,40,,C0,173 9 STREET,,11215.0,3.0,0.0,3.0,2500.0,1650.0,1899.0,1,C0,990000,2022-06-24,,,Multi-family home
3,BROOKLYN,GOWANUS,03 THREE FAMILY DWELLINGS,1,1002,47,,C0,159 9 STREET,,11215.0,3.0,0.0,3.0,1750.0,2856.0,1899.0,1,C0,1535000,2022-08-03,,,Multi-family home
3,BROOKLYN,GOWANUS,03 THREE FAMILY DWELLINGS,1,1046,16,,C0,96 15TH STREET,,11215.0,3.0,0.0,3.0,1981.0,2160.0,1935.0,1,C0,1897000,2022-11-02,40.667451899999996,-73.99362009999999,Multi-family home
3,BROOKLYN,GOWANUS,03 THREE FAMILY DWELLINGS,1,1046,59,,C0,97 16TH STREET,,11215.0,3.0,0.0,3.0,1587.0,1872.0,1899.0,1,C0,1300000,2022-07-12,40.6667523,-73.99318389999998,Multi-family home
3,BROOKLYN,GOWANUS,03 THREE FAMILY DWELLINGS,1,1051,51,,C0,159 PROSPECT AVENUE,,11215.0,3.0,0.0,3.0,1358.0,1875.0,1910.0,1,C0,828000,2023-04-27,40.6661549,-73.99354620000001,Multi-family home
3,BROOKLYN,GOWANUS,14 RENTALS - 4-10 UNIT,2A,1040,41,,S4,532 4 AVENUE,,11215.0,4.0,1.0,5.0,1097.0,2700.0,1925.0,2,S4,1500000,2023-03-15,40.6672686,-73.99164590000001,Multi-family home
3,BROOKLYN,GRAVESEND,01 ONE FAMILY DWELLINGS,1,6579,14,,S1,1406 WEST 5TH STREET,,11204.0,1.0,1.0,2.0,2000.0,1800.0,1920.0,1,S1,1080000,2022-09-30,40.612481200000005,-73.9797086,Single-family home
3,BROOKLYN,GRAVESEND,01 ONE FAMILY DWELLINGS,1,6579,56,,A9,1391 WEST 6TH STREET,,11204.0,1.0,0.0,1.0,2400.0,1470.0,1935.0,1,A9,999000,2022-12-20,40.611338700000005,-73.9800415,Single-family home
3,BROOKLYN,GRAVESEND,01 ONE FAMILY DWELLINGS,1,6581,11,,S1,2364 65TH STREET,,11204.0,1.0,1.0,2.0,2000.0,2000.0,1931.0,1,S1,744000,2023-01-31,40.6113532,-73.9777573,Single-family home
3,BROOKLYN,GRAVESEND,01 ONE FAMILY DWELLINGS,1,6598,61,,A1,1575 WEST 9TH STREET,,11204.0,1.0,0.0,1.0,2000.0,1352.0,1930.0,1,A1,980000,2022-08-01,40.6084775,-73.98244050000001,Single-family home
3,BROOKLYN,GRAVESEND,01 ONE FAMILY DWELLINGS,1,6623,43,,A9,133 QUENTIN ROAD,,11223.0,1.0,0.0,1.0,1800.0,1184.0,1930.0,1,A9,999900,2023-01-19,40.60590699999999,-73.981679,Single-family home
3,BROOKLYN,GRAVESEND,01 ONE FAMILY DWELLINGS,1,6628,21,,A5,1634 WEST 3RD STREET,,11223.0,1.0,0.0,1.0,2000.0,1428.0,1930.0,1,A9,915000,2022-07-15,40.6074443,-73.97693079999998,Single-family home
3,BROOKLYN,GRAVESEND,01 ONE FAMILY DWELLINGS,1,6628,70,,A1,1621 WEST 4 STREET,,11223.0,1.0,0.0,1.0,2000.0,1512.0,1930.0,1,A9,1045000,2022-06-10,40.6077359,-73.9774199,Single-family home
3,BROOKLYN,GRAVESEND,01 ONE FAMILY DWELLINGS,1,6629,62,,A9,1639 WEST 3RD STREET,,11223.0,1.0,0.0,1.0,2000.0,1400.0,1920.0,1,A9,880000,2022-12-19,40.607392,-73.97642579999999,Single-family home
3,BROOKLYN,GRAVESEND,01 ONE FAMILY DWELLINGS,1,6632,42,,S1,357 QUENTIN ROAD,,11223.0,1.0,1.0,2.0,942.0,1848.0,1931.0,1,S1,950000,2022-08-04,40.606795,-73.9728329,Single-family home
3,BROOKLYN,GRAVESEND,01 ONE FAMILY DWELLINGS,1,6646,48,,A1,77 HIGHLAWN AVENUE,,11223.0,1.0,0.0,1.0,2300.0,2811.0,1920.0,1,A1,1175000,2022-10-24,40.60314109999999,-73.98332579999999,Single-family home
