BOROUGH CODE,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,LATITUDE,LONGITUDE,GROUPED CATEGORY
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9046,55,,B2,97-15 DREW STREET,,11416.0,2.0,0.0,2.0,2829.0,2082.0,1940.0,1,B2,900000,2023-03-23,40.680676,-73.8634426,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9047,12,,B1,97-12 76TH STREET,,11416.0,2.0,0.0,2.0,2000.0,2048.0,1920.0,1,B1,940000,2022-11-07,40.6810765,-73.8622757,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9049,11,,B2,97-12 78 STREET,,11416.0,2.0,0.0,2.0,2700.0,2106.0,1920.0,1,B2,850000,2022-06-29,,,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9049,21,,B2,97-32 78TH STREET,,11416.0,2.0,0.0,2.0,1900.0,2106.0,1920.0,1,B2,705000,2022-07-27,40.68109250000001,-73.8602118,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9051,15,,B3,97-12 81ST STREET,,11416.0,2.0,0.0,2.0,2000.0,1790.0,1925.0,1,B3,785000,2022-10-07,40.68213069999999,-73.85873600000002,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9052,23,,B3,97-34 82ND STREET,,11416.0,2.0,0.0,2.0,1942.0,1608.0,1920.0,1,B3,875000,2022-07-13,40.6817115,-73.85758489999998,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9052,40,,S2,97-51 81ST STREET,,11416.0,2.0,1.0,3.0,2000.0,3000.0,1920.0,1,S2,801333,2022-06-29,40.68111100000001,-73.85789299999998,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9052,50,,B3,97-27 81ST STREET,,11416.0,2.0,0.0,2.0,2000.0,1811.0,1925.0,1,B3,825000,2022-06-17,40.681760600000004,-73.8581104,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9053,11,,B3,82-20 97TH AVENUE,,11416.0,2.0,0.0,2.0,1600.0,1338.0,1901.0,1,B3,650000,2022-10-19,40.68275870000001,-73.8570515,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9054,76,,B3,97-22 84TH STREET,,11416.0,2.0,0.0,2.0,2000.0,1249.0,1925.0,1,B3,725000,2022-09-21,40.6825548,-73.8560473,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9055,22,,B1,97-24 85TH STREET,,11416.0,2.0,0.0,2.0,3420.0,1560.0,1940.0,1,B1,975000,2023-03-06,40.68263109999999,-73.855104,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9055,53,,B3,97-25 84TH STREET,,11416.0,2.0,0.0,2.0,2093.0,1280.0,1925.0,1,B3,840000,2022-08-30,40.682519799999994,-73.8555405,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9055,57,,B3,97-19 84 STREET,,11416.0,2.0,0.0,2.0,2416.0,1280.0,1925.0,1,B3,1065000,2022-12-05,,,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9055,57,,B3,97-19 84TH STREET,,11416.0,2.0,0.0,2.0,2416.0,1280.0,1925.0,1,B3,515000,2022-05-11,40.682738799999996,-73.85558639999998,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9058,13,,B1,97-18 87TH STREET,,11416.0,2.0,0.0,2.0,2000.0,2500.0,1925.0,1,B1,910000,2022-11-28,40.6834812,-73.85359709999999,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9058,14,,B1,97-20 87TH STREET,,11416.0,2.0,0.0,2.0,5500.0,2500.0,1925.0,1,B1,1160000,2022-05-10,40.6833758,-73.85359240000001,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9058,30,,B1,97-11 86TH STREET,,11416.0,2.0,0.0,2.0,2400.0,2500.0,1920.0,1,B1,800000,2022-08-23,40.683474700000005,-73.85411619999998,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9063,14,,B2,9720 90TH STREET,,11416.0,2.0,0.0,2.0,2500.0,1770.0,1920.0,1,B2,849999,2022-05-05,40.6840652,-73.8510031,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9063,48,,B9,97-21 89TH STREET,,11416.0,2.0,0.0,2.0,5000.0,1768.0,1901.0,1,B9,700000,2022-07-26,40.6839394,-73.8514615,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9064,9,,B9,90-16 97TH AVENUE,,11416.0,2.0,0.0,2.0,2500.0,1680.0,1920.0,1,B9,893000,2022-08-30,40.6847876,-73.8504154,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9064,41,,B3,97-41 90TH STREET,,11416.0,2.0,0.0,2.0,2900.0,1160.0,1930.0,1,B3,770000,2023-03-28,40.683529,-73.85025859999999,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9065,9,,B3,97-12 92ND STREET,,11416.0,2.0,0.0,2.0,2500.0,1710.0,1901.0,1,B3,855000,2022-11-22,40.684813399999996,-73.84941429999998,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9065,46,,B2,97-27 91 STREET,,11416.0,2.0,0.0,2.0,2500.0,1720.0,1910.0,1,B2,804000,2023-01-05,,,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9075,59,,B3,99-11 98TH STREET,,11416.0,2.0,0.0,2.0,2500.0,1586.0,1901.0,1,B3,805000,2023-03-31,40.68548800000001,-73.843293,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9075,62,,B9,99-05 98TH STREET,,11416.0,2.0,0.0,2.0,4542.0,2620.0,1915.0,1,B9,1110000,2022-12-09,40.6857225,-73.8434455,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9078,73,,S2,77-18 101ST AVENUE,,11416.0,2.0,1.0,3.0,2040.0,2400.0,1940.0,1,S2,1230000,2023-04-18,40.6801251,-73.85990600000001,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9080,31,,B2,101-23 80TH STREET,,11416.0,2.0,0.0,2.0,1900.0,2092.0,1920.0,1,B2,199753,2022-09-14,40.679962100000004,-73.8581822,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9081,25,,B1,82-10 101ST AVENUE,,11416.0,2.0,0.0,2.0,2135.0,1932.0,1960.0,1,B1,1100000,2023-02-27,40.6810297,-73.85647420000001,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9082,19,,B9,81-22 102ND AVENUE,,11416.0,2.0,0.0,2.0,2502.0,1560.0,1930.0,1,B9,970000,2022-05-05,40.68031269999999,-73.85660870000001,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9082,19,,B9,81-22 102ND AVENUE,,11416.0,2.0,0.0,2.0,2502.0,1560.0,1930.0,1,B9,970000,2022-05-05,40.68031269999999,-73.85660870000001,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9084,41,,B1,84-25 102ND AVENUE,,11416.0,2.0,0.0,2.0,2503.0,2175.0,2001.0,1,B1,1216000,2022-11-09,40.681385999999996,-73.8541448,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9086,29,,B9,84-31 103RD AVENUE,,11417.0,2.0,0.0,2.0,2862.0,1548.0,1950.0,1,B9,510000,2022-06-08,40.680099600000005,-73.8533506,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9092,4,,B1,88-10 102 ROAD,,11416.0,2.0,0.0,2.0,2500.0,2112.0,2007.0,1,B1,995000,2022-12-19,,,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9098,12,,B9,101-18 92ND STREET,,11416.0,2.0,0.0,2.0,2158.0,1230.0,1930.0,1,B9,484000,2023-03-22,40.6828903,-73.84852579999998,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9099,50,,B2,101-45 92ND STREET,,11416.0,2.0,0.0,2.0,2502.0,1458.0,1930.0,1,B2,950000,2022-06-27,40.6823355,-73.84763219999998,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9099,57,,B2,101-33 92ND STREET,,11416.0,2.0,0.0,2.0,2502.0,1780.0,1930.0,1,B2,990000,2022-07-21,40.6827125,-73.8478959,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9099,60,,B1,101-23 92 STREET,,11416.0,2.0,0.0,2.0,2500.0,2040.0,2016.0,1,B1,730000,2022-05-25,40.6829351,-73.8479397,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9099,61,,B1,101-21 92 STREET,,11416.0,2.0,0.0,2.0,2500.0,2040.0,2017.0,1,B1,997885,2022-05-16,,,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9100,12,,B2,101-14 94TH STREET,,11416.0,2.0,0.0,2.0,2502.0,2096.0,1930.0,1,B2,789000,2023-01-20,40.683462,-73.8467421,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9100,30,,B1,101-50 94TH ST,,11416.0,2.0,0.0,2.0,2502.0,2400.0,1935.0,1,B1,905000,2023-02-02,40.682611,-73.84632859999998,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9102,71,,B9,101-25 WOODHAVEN BLVD,,11416.0,2.0,0.0,2.0,4754.0,1766.0,1930.0,1,B9,910000,2023-01-19,40.683526799999996,-73.84528420000001,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9105,49,,B2,101-43 98 STREET,,11416.0,2.0,0.0,2.0,3742.0,2062.0,1930.0,1,B2,800000,2022-12-06,,,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9105,56,,B9,101-31 98TH STREET,,11416.0,2.0,0.0,2.0,5000.0,2080.0,1950.0,1,B9,1080000,2022-05-05,40.6842268,-73.8427104,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9108,103,,B2,88-04 103 AVENUE,,11417.0,2.0,0.0,2.0,2924.0,2304.0,1965.0,1,B2,1175000,2022-09-22,,,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9119,15,,B3,103-22 97 ST,,11417.0,2.0,0.0,2.0,2500.0,1316.0,1930.0,1,B3,475000,2022-09-30,40.6820898,-73.8430632,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9119,51,,B9,103-43 96 STREET,,11417.0,2.0,0.0,2.0,2500.0,1656.0,1930.0,1,B9,1100000,2022-10-26,,,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9119,51,,B9,103-43 96TH STREET,,11417.0,2.0,0.0,2.0,2500.0,1656.0,1930.0,1,B9,735000,2022-05-24,40.6813775,-73.84331619999998,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9124,101,,B2,105-34 77TH STREET,,11417.0,2.0,0.0,2.0,1637.0,2520.0,2002.0,1,B2,625000,2022-07-07,40.67822879999999,-73.86044489999998,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9124,101,,B2,105-34 77TH STREET,,11417.0,2.0,0.0,2.0,1637.0,2520.0,2002.0,1,B2,625000,2022-07-07,40.67822879999999,-73.86044489999998,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9125,28,,B2,106-10 76TH STREET,,11417.0,2.0,0.0,2.0,3040.0,2050.0,1960.0,1,B2,1120000,2022-09-15,40.677621200000004,-73.8612603,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9127,29,,B2,107-24 76TH STREET,,11417.0,2.0,0.0,2.0,4020.0,2284.0,1960.0,1,B2,900000,2022-08-31,40.6759316,-73.86085829999998,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9132,102,,B1,105-34 80TH STREET,,11417.0,2.0,0.0,2.0,3136.0,1728.0,1970.0,1,B1,850000,2022-11-18,40.6784769,-73.8578048,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9136,191,,B2,107-25 77TH STREET,,11417.0,2.0,0.0,2.0,4650.0,1811.0,1950.0,1,B2,995000,2022-11-23,40.675953,-73.8593882,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9136,193,,B3,107-23 77TH STREET,,11417.0,2.0,0.0,2.0,3010.0,2392.0,1950.0,1,B3,950000,2022-11-15,40.676030299999994,-73.8593882,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9139,418,,B1,107-07 80TH STREET,,11417.0,2.0,0.0,2.0,1953.0,2367.0,1930.0,1,B1,989000,2022-06-06,40.676165000000005,-73.856503,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9142,1,,B1,84-04 109TH AVENUE,,11417.0,2.0,0.0,2.0,5790.0,2112.0,1950.0,1,B1,1250000,2022-10-26,40.6760995,-73.8523129,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9143,26,,B3,84-25 109TH AVENUE,,11417.0,2.0,0.0,2.0,2175.0,1536.0,1930.0,1,B3,880000,2022-10-26,40.67658429999999,-73.8514733,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9149,32,,B3,105-52 87TH STREET,,11417.0,2.0,0.0,2.0,2400.0,1248.0,1920.0,1,B3,450000,2023-04-28,40.678383600000004,-73.8511037,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9149,47,,B2,86-01 107TH AVENUE,,11417.0,2.0,0.0,2.0,1533.0,1872.0,1920.0,1,B2,920000,2022-06-06,40.67794,-73.8514745,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9150,43,,B3,87-09 107 AVENUE,,11417.0,2.0,0.0,2.0,3483.0,1464.0,1925.0,1,B3,860000,2023-01-05,,,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9150,70,,B2,105-11 87TH STREET,,11417.0,2.0,0.0,2.0,4000.0,2548.0,1950.0,1,B2,1225000,2022-08-31,40.679449299999995,-73.8511345,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9151,32,,B3,107-52 89TH STREET,,11417.0,2.0,0.0,2.0,2300.0,1184.0,1935.0,1,B3,680000,2022-05-26,40.6766589,-73.8483273,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9151,47,,B2,107-55 88TH STREET,,11417.0,2.0,0.0,2.0,2200.0,1552.0,1935.0,1,B2,700000,2022-08-22,40.6765648,-73.8487688,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9152,37,,B2,89-13 SUTTER AVENUE,,11417.0,2.0,0.0,2.0,1720.0,1830.0,1920.0,1,B2,810000,2022-12-23,40.67649770000001,-73.84733729999998,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9154,46,,B2,105-49 89TH STREET,,11417.0,2.0,0.0,2.0,2300.0,1684.0,1930.0,1,B2,897750,2023-02-17,40.6785739,-73.84878990000001,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9155,22,,B3,107-32 91ST STREET,,11417.0,2.0,0.0,2.0,3000.0,2010.0,1930.0,1,B3,999000,2022-07-14,40.67748479999999,-73.8468111,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9155,63,,B3,107-21 90TH STREET,,11417.0,2.0,0.0,2.0,2400.0,1280.0,1930.0,1,B3,750000,2022-06-13,40.6777023,-73.84738540000001,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9160,196,,B2,9306 107TH AVENUE,,11417.0,2.0,0.0,2.0,2254.0,1472.0,1899.0,1,B2,285000,2022-09-12,40.678536,-73.84477799999998,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9174,89,,B2,109-05 96TH STREET,,11417.0,2.0,0.0,2.0,4000.0,2800.0,1940.0,1,B2,1100000,2022-05-12,40.6777933,-73.84148119999998,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9378,17,,S2,100-19 97TH AVENUE,,11416.0,2.0,1.0,3.0,5042.0,1870.0,1910.0,1,S2,985000,2023-02-02,40.687306,-73.84267659999998,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9504,48,,S2,103-55 100 STREET,,11417.0,2.0,1.0,3.0,2680.0,2760.0,1920.0,1,S2,1100000,2022-10-19,40.681948600000005,-73.8403349,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9522,26,,B3,104-40 102ND STREET,,11417.0,2.0,0.0,2.0,2500.0,1166.0,1920.0,1,B3,740000,2022-05-12,40.6802427,-73.838288,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9539,81,,B1,107-69 100TH STREET,,11417.0,2.0,0.0,2.0,2167.0,2016.0,1960.0,1,B1,830000,2022-06-22,40.6780417,-73.8383046,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11341,4,,B2,78-08 SUTTER AVE,,11417.0,2.0,0.0,2.0,4200.0,2392.0,1955.0,1,B2,1200000,2022-10-31,40.674577,-73.85801790000001,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11341,13,,B2,132-14 79TH STREET,,11417.0,2.0,0.0,2.0,4520.0,2392.0,1955.0,1,B2,999000,2022-09-21,40.6743767,-73.8575505,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11344,53,,B3,132-05 81 ST,,11417.0,2.0,0.0,2.0,2193.0,1280.0,1940.0,1,B3,680000,2022-10-05,,,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11349,11,,B2,132-10 87TH STREET,,11417.0,2.0,0.0,2.0,3153.0,2056.0,1965.0,1,B2,999000,2022-06-23,40.67562589999999,-73.84990520000001,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11349,14,,B3,132-16 87TH STREET,,11417.0,2.0,0.0,2.0,2500.0,1732.0,1920.0,1,B3,850000,2022-11-17,40.67544669999999,-73.8498434,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11350,25,,B3,132-40 88TH STREET,,11417.0,2.0,0.0,2.0,6000.0,2496.0,1960.0,1,B3,1200000,2022-05-25,40.67493650000001,-73.84877519999998,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11357,11,,B3,133-12 SAPPHIRE STREET,,11414.0,2.0,0.0,2.0,4037.0,1340.0,1910.0,1,B3,718272,2023-02-20,,,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11357,48,,B3,133-29 AMBER STREET,,11414.0,2.0,0.0,2.0,4037.0,2116.0,1910.0,1,B3,597295,2022-05-02,40.6714276,-73.85834609999998,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11369,5,,B1,88-12 133RD AVENUE,,11417.0,2.0,0.0,2.0,3890.0,2700.0,1970.0,1,B1,1200000,2022-11-14,40.674444,-73.847866,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11369,51,,B3,8825 PITKIN AVENUE,,11417.0,2.0,0.0,2.0,2442.0,2048.0,1920.0,1,B3,683000,2022-05-12,40.6739511,-73.8473911,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11371,154,,B2,89-61 GOLD ROAD,,11417.0,2.0,0.0,2.0,2299.0,1936.0,1965.0,1,B2,970000,2023-01-04,40.6747308,-73.84568089999998,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11387,24,,B1,81-09 149TH AVENUE,,11414.0,2.0,0.0,2.0,2226.0,2035.0,1965.0,1,B1,790000,2022-05-25,40.6693235,-73.85355240000001,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11400,38,,B3,88-09 ALBERT ROAD,,11417.0,2.0,0.0,2.0,2400.0,1808.0,1935.0,1,B3,787500,2022-06-30,40.6724,-73.84739019999998,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11401,11,,B2,136-18 WHITELAW STREET,,11417.0,2.0,0.0,2.0,2000.0,1552.0,1935.0,1,B2,619554,2022-10-14,40.672681,-73.846307,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11404,34,,B2,13828 REDDING STREET,,11417.0,2.0,0.0,2.0,1920.0,3036.0,1960.0,1,B2,815000,2023-03-29,40.6709063,-73.84464009999998,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11404,144,,B1,138-10 REDDING STREET,,11417.0,2.0,0.0,2.0,3547.0,3044.0,1965.0,1,B1,650000,2023-02-02,40.671343500000006,-73.8444564,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11480,23,,B2,111-06 106TH STREET,,11417.0,2.0,0.0,2.0,2158.0,2008.0,1925.0,1,B2,950000,2022-06-09,40.67736379999999,-73.8335657,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11481,12,,B2,111-15 106TH STREET,,11417.0,2.0,0.0,2.0,2158.0,1992.0,1925.0,1,B2,900000,2022-06-10,40.676947,-73.83329690000001,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11481,22,,B2,110-29 106TH STREET,,11417.0,2.0,0.0,2.0,2158.0,1992.0,1925.0,1,B2,920000,2023-01-24,40.6775273,-73.83310159999998,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11481,54,,B2,110-36 107 ST,,11417.0,2.0,0.0,2.0,2158.0,1992.0,1925.0,1,B2,845000,2023-01-13,,,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11493,46,,B3,94-16 134 AVE,,11417.0,2.0,0.0,2.0,1760.0,1294.0,1925.0,1,B3,800000,2023-01-18,,,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11507,38,,B3,132-11 107TH STREET,,11417.0,2.0,0.0,2.0,3000.0,1186.0,1925.0,1,B3,1150000,2022-07-05,40.676101200000005,-73.83256750000001,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11514,44,,B3,135-19 95TH STREET,,11417.0,2.0,0.0,2.0,4000.0,1402.0,1930.0,1,B3,713283,2022-06-29,40.673348700000005,-73.84119419999998,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11515,39,,B3,135-33 96TH STREET,,11417.0,2.0,0.0,2.0,2700.0,1815.0,1925.0,1,B3,920000,2023-01-05,40.6730961,-73.8401719,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11529,11,,B3,137-10 94 STREET,,11417.0,2.0,0.0,2.0,2500.0,1536.0,1925.0,1,B3,899000,2022-11-18,40.6719501,-73.84228540000001,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11529,11,,B3,137-10 94TH STREET,,11417.0,2.0,0.0,2.0,2500.0,1536.0,1925.0,1,B3,410000,2022-06-28,40.6719501,-73.84228540000001,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11529,18,,B3,137-28 94TH STREET,,11417.0,2.0,0.0,2.0,2500.0,1536.0,1925.0,1,B3,850000,2022-06-06,40.6714861,-73.84214759999998,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11531,31,,B2,95-11 149TH AVENUE,,11417.0,2.0,0.0,2.0,4000.0,2184.0,1955.0,1,B2,1055000,2022-07-26,40.6711508,-73.84041309999998,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11533,7,,B3,96-40 PITKIN AVENUE,,11417.0,2.0,0.0,2.0,2383.0,1664.0,1925.0,1,B3,775000,2022-09-15,40.6725618,-73.8386671,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11533,12,,B3,137-14 97TH STREET,,11417.0,2.0,0.0,2.0,2500.0,1360.0,1925.0,1,B3,870000,2023-03-30,40.672344200000005,-73.8385637,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11534,14,,B3,137-18 CENTREVILLE STREET,,11417.0,2.0,0.0,2.0,4200.0,2320.0,1920.0,1,B3,999000,2022-12-07,40.67247879999999,-73.8377715,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11545,23,,B2,94-08 ALBERT ROAD,,11417.0,2.0,0.0,2.0,3702.0,2400.0,1996.0,1,B2,1350000,2022-09-16,40.6700848,-73.841332,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11547,59,,B2,95-36 150TH ROAD,,11417.0,2.0,0.0,2.0,3242.0,2444.0,1950.0,1,B2,1200000,2022-05-04,40.66875220000001,-73.8393103,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11554,11,,B3,149-49 TAHOE STREET,,11417.0,2.0,0.0,2.0,4000.0,1376.0,1925.0,1,B3,875000,2022-05-17,40.669672600000006,-73.83755500000001,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11554,19,,B1,149-33 TAHOE STREET,,11417.0,2.0,0.0,2.0,2500.0,3600.0,1999.0,1,B1,1196000,2022-05-09,40.67002539999999,-73.837287,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11555,6,,B1,149-26 HURON STREET,,11417.0,2.0,0.0,2.0,2978.0,2156.0,2018.0,1,B1,800000,2022-11-29,40.6699008,-73.8360021,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11555,7,,B1,98-38 ECKFORD AVENUE,,11417.0,2.0,0.0,2.0,2866.0,2374.0,2018.0,1,B1,800000,2022-11-29,40.669927200000004,-73.8361859,Duplex
4,QUEENS,OZONE PARK,02 TWO FAMILY DWELLINGS,1,11555,8,,B1,149-32 HURON STREET,,11417.0,2.0,0.0,2.0,3353.0,2290.0,2018.0,1,B1,800000,2022-11-29,40.6698143,-73.83592540000001,Duplex
