BOROUGH CODE,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
4,QUEENS,BAYSIDE,01 ONE FAMILY DWELLINGS,1,5779,33,,A5,16-54 201ST STREET,,11360.0,1.0,0.0,1.0,2500.0,2068.0,1975.0,1,A5,1030000,2022-11-28
4,QUEENS,BAYSIDE,01 ONE FAMILY DWELLINGS,1,5779,34,,A0,16-56 201ST STREET,,11360.0,1.0,0.0,1.0,5000.0,1020.0,1950.0,1,A0,1150000,2023-03-06
4,QUEENS,BAYSIDE,01 ONE FAMILY DWELLINGS,1,5780,32,,A1,16-52 202ND STREET,,11360.0,1.0,0.0,1.0,3360.0,1830.0,1965.0,1,A1,850000,2022-06-15
4,QUEENS,BAYSIDE,01 ONE FAMILY DWELLINGS,1,5798,30,,A2,199-48 24TH AVENUE,,11357.0,1.0,0.0,1.0,4500.0,1656.0,1955.0,1,A2,1090000,2022-07-21
4,QUEENS,BAYSIDE,01 ONE FAMILY DWELLINGS,1,5798,39,,A1,199-51 24TH ROAD,,11357.0,1.0,0.0,1.0,4000.0,1961.0,1940.0,1,A1,1080000,2022-08-26
4,QUEENS,BAYSIDE,01 ONE FAMILY DWELLINGS,1,5799,11,,S1,199-14 24TH ROAD,,11357.0,1.0,1.0,2.0,3690.0,3180.0,1950.0,1,S1,988000,2023-01-27
4,QUEENS,BAYSIDE,01 ONE FAMILY DWELLINGS,1,5799,41,,A5,200-21 26TH AVENUE,,11360.0,1.0,0.0,1.0,1800.0,1232.0,1950.0,1,A5,780000,2022-05-05
4,QUEENS,BAYSIDE,01 ONE FAMILY DWELLINGS,1,5799,63,,A5,199-09 26TH AVENUE,,11358.0,1.0,0.0,1.0,1908.0,960.0,1950.0,1,A5,411236,2022-07-11
4,QUEENS,BAYSIDE,01 ONE FAMILY DWELLINGS,1,5799,63,,A5,199-09 26TH AVENUE,,11358.0,1.0,0.0,1.0,1908.0,960.0,1950.0,1,A5,618587,2022-07-13
4,QUEENS,BAYSIDE,01 ONE FAMILY DWELLINGS,1,5801,34,,A2,201-19 24TH ROAD,,11360.0,1.0,0.0,1.0,3800.0,1222.0,1960.0,1,A2,950000,2023-04-07
